year,ft_democratic_party,ft_republican_party,education
1996,75,35,Some College
1996,50,75,High School
1996,50,50,Some High School
1996,20,85,High School
1996,80,15,High School
1996,70,30,College Degree
1996,50,70,College Degree
1996,60,70,College Degree
1996,40,70,College Degree
1996,50,50,Some High School
1996,50,60,Some College
1996,0,80,Some College
1996,70,30,Some College
1996,40,70,High School
1996,70,30,Some College
1996,60,60,High School
1996,40,40,Some College
1996,97,15,High School
1996,30,85,Some College
1996,50,50,College Degree
1996,15,85,High School
1996,70,60,College Degree
1996,70,60,Some College
1996,85,60,Some College
1996,40,60,Some College
1996,20,75,College Degree
1996,70,40,High School
1996,50,40,College Degree
1996,35,75,College Degree
1996,50,50,Some College
1996,60,85,College Degree
1996,40,65,College Degree
1996,90,70,Some High School
1996,80,30,High School
1996,75,50,Some High School
1996,0,97,High School
1996,50,50,Some High School
1996,50,10,High School
1996,50,30,Some College
1996,97,15,College Degree
1996,50,70,Some College
1996,60,50,Some College
1996,30,97,High School
1996,60,,Some College
1996,70,50,High School
1996,85,50,High School
1996,60,70,College Degree
1996,40,80,College Degree
1996,85,15,Some College
1996,85,40,Some College
1996,40,40,College Degree
1996,60,30,Some College
1996,30,80,College Degree
1996,80,40,High School
1996,90,50,High School
1996,97,60,High School
1996,60,35,High School
1996,85,65,High School
1996,75,50,Some College
1996,50,85,Some College
1996,75,50,College Degree
1996,50,50,College Degree
1996,85,50,High School
1996,60,60,College Degree
1996,40,75,High School
1996,15,85,College Degree
1996,60,70,College Degree
1996,70,30,Some College
1996,40,60,College Degree
1996,85,60,Some College
1996,97,40,Some High School
1996,70,50,Some College
1996,85,60,College Degree
1996,85,30,Some High School
1996,97,30,8th Grade or Less
1996,60,40,College Degree
1996,60,40,Some College
1996,85,60,Some College
1996,70,60,High School
1996,85,85,Some High School
1996,85,30,College Degree
1996,0,70,Some College
1996,40,70,High School
1996,50,50,Some College
1996,50,50,Some College
1996,65,50,Some College
1996,30,85,High School
1996,50,50,College Degree
1996,10,90,High School
1996,70,0,Some High School
1996,70,50,College Degree
1996,40,70,High School
1996,60,30,College Degree
1996,60,40,Some College
1996,85,60,High School
1996,30,70,Some College
1996,30,70,Some College
1996,50,50,High School
1996,50,50,High School
1996,70,15,College Degree
1996,97,25,High School
1996,70,97,8th Grade or Less
1996,0,85,High School
1996,0,85,College Degree
1996,97,40,High School
1996,50,50,High School
1996,50,50,High School
1996,60,75,High School
1996,85,60,High School
1996,85,60,8th Grade or Less
1996,97,50,Some High School
1996,97,30,Some High School
1996,70,50,High School
1996,50,50,High School
1996,0,97,8th Grade or Less
1996,50,50,Some College
1996,90,25,High School
1996,15,60,Some College
1996,70,65,Some College
1996,60,40,High School
1996,60,0,Some College
1996,60,85,High School
1996,35,35,Some College
1996,85,40,High School
1996,30,97,High School
1996,25,25,High School
1996,85,40,High School
1996,85,97,High School
1996,70,30,College Degree
1996,60,40,High School
1996,40,50,High School
1996,50,50,College Degree
1996,80,75,High School
1996,70,85,Some High School
1996,70,60,Some College
1996,60,0,Some College
1996,40,70,College Degree
1996,80,70,College Degree
1996,50,50,Some College
1996,85,0,High School
1996,0,0,Some High School
1996,85,15,High School
1996,40,60,College Degree
1996,97,15,High School
1996,70,,High School
1996,97,60,Some High School
1996,0,97,High School
1996,70,50,High School
1996,97,10,Some College
1996,50,60,High School
1996,40,85,High School
1996,85,70,Some College
1996,60,60,High School
1996,60,60,Some College
1996,60,15,College Degree
1996,60,60,High School
1996,65,50,College Degree
1996,30,80,High School
1996,60,60,Some College
1996,40,60,College Degree
1996,97,15,College Degree
1996,70,50,High School
1996,40,40,Some College
1996,85,40,High School
1996,70,60,Some College
1996,50,85,High School
1996,50,30,College Degree
1996,90,0,High School
1996,97,60,College Degree
1996,97,30,Some College
1996,97,70,Some High School
1996,85,30,College Degree
1996,97,70,Some College
1996,85,80,Some College
1996,60,30,High School
1996,60,50,College Degree
1996,15,60,Some College
1996,30,60,Some College
1996,50,50,High School
1996,50,50,High School
1996,97,15,High School
1996,70,60,High School
1996,97,0,High School
1996,30,30,Some High School
1996,97,85,8th Grade or Less
1996,0,85,High School
1996,30,10,Some College
1996,50,50,High School
1996,60,70,High School
1996,50,50,High School
1996,15,85,College Degree
1996,85,50,Some College
1996,30,70,Some College
1996,40,70,Some College
1996,30,40,Some High School
1996,85,70,College Degree
1996,0,70,College Degree
1996,97,60,High School
1996,60,30,Some College
1996,40,70,Some College
1996,83,70,College Degree
1996,30,70,Some College
1996,70,40,High School
1996,60,40,College Degree
1996,40,85,High School
1996,40,60,Some College
1996,50,70,High School
1996,60,70,College Degree
1996,70,60,Some College
1996,60,30,Some College
1996,70,60,High School
1996,,,Some High School
1996,85,60,High School
1996,50,70,High School
1996,70,30,College Degree
1996,97,30,8th Grade or Less
1996,70,70,Some High School
1996,97,50,8th Grade or Less
1996,15,70,High School
1996,60,60,Some College
1996,40,40,High School
1996,60,70,Some College
1996,85,15,Some College
1996,50,60,High School
1996,40,70,High School
1996,40,60,Some High School
1996,60,50,College Degree
1996,70,40,Some College
1996,85,70,Some College
1996,50,60,College Degree
1996,70,60,College Degree
1996,50,70,High School
1996,97,70,Some High School
1996,60,40,College Degree
1996,60,70,Some High School
1996,85,40,High School
1996,70,,High School
1996,85,0,High School
1996,38,70,High School
1996,97,30,8th Grade or Less
1996,60,60,High School
1996,85,60,High School
1996,97,0,Some College
1996,85,60,High School
1996,40,50,High School
1996,50,50,Some College
1996,40,60,College Degree
1996,15,85,Some College
1996,60,40,Some College
1996,60,40,Some College
1996,30,85,College Degree
1996,0,0,8th Grade or Less
1996,85,50,High School
1996,70,70,Some College
1996,97,0,Some College
1996,70,15,College Degree
1996,60,15,College Degree
1996,60,40,Some College
1996,85,0,College Degree
1996,0,97,Some High School
1996,30,60,College Degree
1996,97,0,High School
1996,70,30,College Degree
1996,60,30,Some College
1996,70,15,College Degree
1996,40,40,College Degree
1996,50,50,High School
1996,70,70,Some High School
1996,70,15,High School
1996,50,50,High School
1996,40,70,Some College
1996,60,60,High School
1996,60,40,College Degree
1996,30,85,High School
1996,97,30,High School
1996,97,30,High School
1996,70,70,Some High School
1996,60,40,College Degree
1996,70,40,College Degree
1996,70,15,College Degree
1996,70,60,Some College
1996,60,30,Some College
1996,60,60,College Degree
1996,70,30,College Degree
1996,40,60,College Degree
1996,60,70,College Degree
1996,0,85,Some College
1996,30,97,Some College
1996,65,15,College Degree
1996,40,70,Some College
1996,70,15,College Degree
1996,15,85,Some College
1996,85,60,Some High School
1996,60,50,College Degree
1996,85,85,College Degree
1996,70,85,Some College
1996,97,70,High School
1996,85,60,Some College
1996,0,85,High School
1996,97,0,High School
1996,60,50,College Degree
1996,50,50,Some College
1996,50,60,High School
1996,70,60,High School
1996,40,60,College Degree
1996,50,50,College Degree
1996,60,85,College Degree
1996,50,50,Some College
1996,30,85,Some College
1996,85,60,Some College
1996,60,50,College Degree
1996,60,40,College Degree
1996,15,50,High School
1996,30,70,College Degree
1996,85,40,High School
1996,60,70,College Degree
1996,70,30,College Degree
1996,15,85,Some College
1996,30,30,Some College
1996,50,80,College Degree
1996,30,30,Some High School
1996,30,70,College Degree
1996,85,30,College Degree
1996,40,60,Some College
1996,0,97,Some College
1996,60,50,High School
1996,60,70,Some College
1996,80,40,College Degree
1996,70,60,Some High School
1996,60,50,High School
1996,60,40,High School
1996,0,30,Some College
1996,40,60,Some College
1996,60,60,Some College
1996,70,60,Some College
1996,85,40,Some College
1996,70,40,Some College
1996,0,0,Some College
1996,50,50,8th Grade or Less
1996,70,60,Some College
1996,60,40,High School
1996,70,60,College Degree
1996,60,40,College Degree
1996,50,50,Some College
1996,0,85,Some High School
1996,70,40,Some College
1996,0,60,High School
1996,0,70,Some High School
1996,0,0,High School
1996,90,30,College Degree
1996,40,85,Some College
1996,97,15,Some High School
1996,85,15,Some College
1996,50,40,High School
1996,70,60,College Degree
1996,97,50,High School
1996,97,85,Some College
1996,85,85,High School
1996,85,15,Some College
1996,30,70,Some College
1996,40,60,Some College
1996,50,60,High School
1996,40,30,Some College
1996,60,85,High School
1996,30,60,College Degree
1996,60,50,Some College
1996,97,85,High School
1996,85,40,College Degree
1996,,,8th Grade or Less
1996,97,50,8th Grade or Less
1996,70,60,High School
1996,50,50,High School
1996,50,50,Some College
1996,97,40,High School
1996,40,70,High School
1996,85,50,Some High School
1996,60,50,Some College
1996,70,40,High School
1996,60,60,Some College
1996,95,70,College Degree
1996,50,50,High School
1996,70,60,College Degree
1996,40,60,High School
1996,30,70,Some College
1996,30,85,Some College
1996,85,30,Some College
1996,40,70,Some College
1996,15,70,High School
1996,50,50,College Degree
1996,50,0,High School
1996,70,70,High School
1996,70,40,College Degree
1996,60,70,College Degree
1996,50,50,High School
1996,30,70,College Degree
1996,60,40,College Degree
1996,60,85,College Degree
1996,50,50,High School
1996,40,85,College Degree
1996,40,25,High School
1996,60,40,College Degree
1996,50,50,Some College
1996,70,0,Some College
1996,50,70,High School
1996,85,50,High School
1996,97,15,High School
1996,60,40,Some College
1996,97,0,Some College
1996,50,50,Some College
1996,40,40,High School
1996,85,60,High School
1996,97,50,High School
1996,70,40,Some College
1996,85,60,Some College
1996,97,70,High School
1996,15,85,Some College
1996,60,70,Some College
1996,70,40,Some College
1996,40,70,Some College
1996,0,60,Some College
1996,30,70,Some College
1996,40,70,High School
1996,50,60,College Degree
1996,97,0,8th Grade or Less
1996,97,50,Some College
1996,40,70,Some High School
1996,90,90,High School
1996,10,80,College Degree
1996,60,70,Some College
1996,60,40,College Degree
1996,50,50,Some College
1996,60,40,Some College
1996,50,60,High School
1996,40,40,College Degree
1996,70,85,High School
1996,85,15,High School
1996,0,0,Some High School
1996,40,60,College Degree
1996,,,High School
1996,70,60,Some College
1996,50,85,High School
1996,85,15,Some College
1996,40,52,College Degree
1996,40,60,8th Grade or Less
1996,60,15,Some College
1996,85,70,Some College
1996,60,70,High School
1996,70,40,High School
1996,70,70,Some College
1996,60,50,High School
1996,97,0,High School
1996,60,40,Some College
1996,97,15,College Degree
1996,15,85,College Degree
1996,40,85,College Degree
1996,85,15,College Degree
1996,97,0,Some High School
1996,60,0,High School
1996,97,0,High School
1996,45,45,College Degree
1996,0,97,Some High School
1996,60,50,Some College
1996,85,40,College Degree
1996,85,0,High School
1996,60,60,High School
1996,30,70,Some College
1996,60,70,Some College
1996,15,50,Some High School
1996,30,50,Some College
1996,70,85,High School
1996,97,60,High School
1996,50,50,Some College
1996,70,40,High School
1996,85,80,8th Grade or Less
1996,70,40,College Degree
1996,50,70,High School
1996,50,50,High School
1996,60,70,High School
1996,70,40,Some High School
1996,70,70,Some College
1996,40,15,High School
1996,97,50,
1996,15,85,Some College
1996,60,50,Some College
1996,0,75,High School
1996,40,85,Some College
1996,97,70,Some High School
1996,70,70,Some College
1996,85,30,Some College
1996,50,,8th Grade or Less
1996,50,70,High School
1996,85,65,Some College
1996,15,85,College Degree
1996,60,40,College Degree
1996,60,60,Some College
1996,70,30,College Degree
1996,50,50,College Degree
1996,40,60,Some College
1996,85,40,8th Grade or Less
1996,50,50,High School
1998,85,30,College Degree
1998,40,0,High School
1998,70,40,8th Grade or Less
1998,85,30,High School
1998,85,30,Some College
1998,85,0,High School
1998,97,97,Some High School
1998,70,50,8th Grade or Less
1998,30,70,College Degree
1998,97,0,8th Grade or Less
1998,70,70,High School
1998,85,45,Some College
1998,40,70,Some College
1998,60,30,Some College
1998,60,40,Some College
1998,70,30,Some College
1998,65,45,Some College
1998,60,70,College Degree
1998,40,60,College Degree
1998,30,70,Some College
1998,85,65,Some College
1998,97,15,Some College
1998,30,85,Some College
1998,70,70,Some College
1998,97,97,8th Grade or Less
1998,70,60,High School
1998,50,60,College Degree
1998,85,30,High School
1998,70,97,Some College
1998,70,50,College Degree
1998,60,85,Some College
1998,40,85,Some College
1998,70,40,8th Grade or Less
1998,50,50,High School
1998,50,50,College Degree
1998,40,30,High School
1998,50,60,High School
1998,60,30,College Degree
1998,60,50,College Degree
1998,70,60,High School
1998,90,50,Some College
1998,70,60,Some College
1998,85,0,College Degree
1998,85,50,Some High School
1998,60,30,8th Grade or Less
1998,85,30,High School
1998,30,60,High School
1998,,,College Degree
1998,40,60,High School
1998,40,85,College Degree
1998,50,50,Some College
1998,65,55,High School
1998,60,15,Some College
1998,60,70,Some College
1998,50,75,High School
1998,60,70,College Degree
1998,70,30,8th Grade or Less
1998,60,30,Some College
1998,60,40,Some College
1998,70,30,High School
1998,85,15,Some College
1998,1,3,High School
1998,50,65,Some High School
1998,97,0,College Degree
1998,70,40,College Degree
1998,70,30,College Degree
1998,15,85,College Degree
1998,70,30,College Degree
1998,75,60,High School
1998,70,30,High School
1998,70,85,Some High School
1998,85,60,Some College
1998,0,40,High School
1998,60,35,College Degree
1998,97,0,Some College
1998,85,15,College Degree
1998,55,45,Some College
1998,75,50,Some College
1998,60,30,High School
1998,70,70,Some College
1998,40,40,High School
1998,70,30,College Degree
1998,30,60,College Degree
1998,50,50,High School
1998,85,0,High School
1998,50,50,Some High School
